NA1_4324016604
NA1_4324211349
NA1_4324201156
NA1_4316395662
NA1_4322008681
NA1_4324264287
NA1_4322145011
NA1_4320988698
NA1_4314833554
NA1_4323916838
NA1_4324307874
NA1_4323269576
NA1_4316420123
NA1_4322882987
NA1_4323931846
NA1_4324249666
NA1_4321260841
NA1_4323848312
NA1_4324315981
NA1_4323633578
NA1_4318783243
NA1_4321087038
NA1_4323942132
NA1_4323603367
NA1_4322210925
NA1_4324265603
NA1_4324074159
NA1_4322203871
NA1_4322025106
NA1_4324165945
NA1_4324303392
NA1_4317629089
NA1_4323432458
NA1_4321909091
NA1_4322216475
NA1_4324287157
NA1_4323974132
NA1_4321105631
NA1_4321832657
NA1_4324072875
NA1_4316388153
NA1_4324238999
NA1_4323396952
NA1_4319063575
NA1_4318598316
NA1_4321084771
NA1_4324127146
NA1_4302887728
NA1_4324216119
NA1_4302142079
NA1_4324254506
NA1_4323503422
NA1_4321760925
NA1_4323099598
NA1_4305162821
NA1_4324290409
NA1_4275003339
NA1_4322002531
NA1_4324134769
NA1_4323700019
NA1_4324200738
NA1_4321976059
NA1_4323673023
NA1_4323939809
NA1_4321668516
NA1_4296715461
NA1_4321601560
NA1_4324380222
NA1_4162549099
NA1_4324162688
NA1_4321268712
NA1_4324173541
NA1_4323974145
NA1_4324109015
NA1_4323548879
NA1_4324243189
NA1_4323423758
NA1_4324299754
NA1_4323169585
NA1_4324228670
NA1_4323313447
NA1_4321768163
NA1_4324039593
NA1_4324281658
NA1_4324362548
NA1_4321136241
NA1_4323538506
NA1_4323842234
NA1_4323610327
NA1_4323992874
NA1_4323955023
NA1_4323466684
NA1_4322079388
NA1_4323334001
NA1_4324271541
NA1_4323342927
NA1_4319158303
NA1_4323536238
NA1_4324040644
NA1_4323226072
NA1_4323942538
NA1_4323663943
NA1_4323900077
NA1_4321824574
NA1_4321803277
NA1_4323403349
NA1_4324065972
NA1_4323146795
NA1_4060963312
NA1_4320116724
NA1_4323394104
NA1_4324289267
NA1_4322282176
NA1_4323559877
NA1_4315363153
NA1_4231877819
NA1_4323961244
NA1_4321816521
NA1_4323560854
NA1_4321335649
NA1_4324042511
NA1_4322179753
NA1_4323958685
NA1_4286196324
NA1_4323851322
NA1_4322002321
NA1_4321950992
NA1_4324107347
NA1_4308925334
NA1_4324264288
NA1_4322129842
NA1_4324350912
NA1_4321884426
NA1_4324237366
NA1_4315970351
NA1_4324023286
NA1_4324173676
NA1_4324144531
NA1_4323207893
NA1_4324197035
NA1_4324289186
NA1_4318238743
NA1_4323477028
NA1_4323516195
NA1_4324302529
NA1_4308762949
NA1_4320405054
NA1_4324173463
NA1_4323198173
NA1_4324115631
NA1_4323897302
NA1_4321893650
NA1_4323613362
NA1_4322039862
NA1_4321811507
NA1_4323991431
NA1_4324104073
NA1_4060990107
NA1_4323448813
NA1_4322077362
NA1_4324179275
NA1_4324240954
NA1_4324381302
NA1_4320267360
NA1_4323855995
NA1_4320543013
NA1_4321133059
NA1_4324288520
NA1_4323974102
NA1_4324309707
NA1_4324302798
NA1_4285214772
NA1_4323315256
NA1_4292873370
NA1_4324152097
NA1_4324162774
NA1_4324312260
NA1_4321336928
NA1_4324256546
NA1_4323643520
NA1_4324125959
NA1_4323577410
NA1_4324077441
NA1_4324257062
NA1_4321766150
NA1_4321763400
NA1_4320851796
NA1_4321208369
NA1_4315796758
NA1_4324248725
NA1_4324076939
NA1_4320085669
NA1_4323660693
NA1_4323480564
NA1_4322865733
NA1_4321184962
NA1_4323782951
NA1_4323855282
NA1_4323899911
NA1_4323880975
NA1_4324277901
NA1_4323308008
NA1_4319030672
NA1_4323579650
NA1_4317517876
NA1_4323635837
NA1_4322169899
NA1_4323211117
NA1_4323246754
NA1_4324077571
NA1_4323404122
NA1_4285642300
NA1_4323017852
NA1_4313942809
NA1_4323025747
NA1_4323435167
NA1_4323913347
NA1_4324293921
NA1_4321852978
NA1_4324147023
NA1_4324070579
NA1_4323921967
NA1_4323221893
NA1_4178548373
NA1_4323947580
NA1_4204986712
NA1_4323366489
NA1_4315756332
NA1_4305276359
NA1_4317897508
NA1_4192025321
NA1_4321762639
NA1_4320043629
NA1_4322023295
NA1_4321731079
NA1_4322092319
NA1_4291395931
NA1_4323825534
NA1_4323768570
NA1_4135738765
NA1_4323694947
NA1_4323368107
NA1_4323255340
NA1_4324182487
NA1_4321678751
NA1_4321289355
NA1_4316685671
NA1_4324092217
NA1_4323284872
NA1_4274995179
NA1_4324087392
NA1_4323629178
NA1_4321991346
NA1_4316663311
NA1_4324025420
NA1_4322791139
NA1_4323961893
NA1_4324258738
NA1_4323477155
NA1_4323246997
NA1_4324218349
NA1_4324180413
NA1_4198869922
NA1_4324289379
NA1_4323942721
NA1_4316441085
NA1_4321910681
NA1_4324043659
NA1_4323862833
NA1_4323383028
NA1_4323441938
NA1_4323285995
NA1_4323332761
NA1_4322166814
NA1_4323873616
NA1_4324248425
NA1_4323846235
NA1_4293551045
NA1_4323086327
NA1_4324106168
NA1_4315341624
NA1_4324029431
NA1_4323324933
NA1_4319904233
NA1_4323152828
NA1_4323613385
NA1_4323426425
NA1_4322957253
NA1_4324189338
NA1_4316111830
NA1_4323854748
NA1_4321146728
NA1_4321743331
NA1_4321925307
NA1_4321903824
NA1_4323447539
NA1_4318815974
NA1_4324115545
NA1_4323340493
NA1_4322106378
NA1_4322156505
NA1_4323986472
NA1_4323459755
NA1_4323326242
NA1_4321183472
NA1_4324360217
NA1_4321181840
NA1_4314660955
NA1_4323740224
NA1_4321395615
NA1_4323788082
NA1_4320132401
NA1_4321926851
NA1_4314886025
NA1_4322120224
NA1_4324020490
NA1_4320187253
NA1_4323067884
NA1_4316439801
NA1_4322235021
NA1_4323815600
NA1_4321230109
NA1_4323410001
NA1_4231964124
NA1_4323723860
NA1_4322023518
NA1_4324258479
NA1_4324141469
NA1_4314417934
NA1_4300849706
NA1_4324051003
NA1_4316355227
NA1_4323394481
NA1_4324000958
NA1_4323452694
NA1_4322188714
NA1_4324181443
NA1_4323532443
NA1_4323487926
NA1_4323557086
NA1_4323098157
NA1_4324079233
NA1_4315999914
NA1_4323863671
NA1_4320318573
NA1_4324316607
NA1_4324296380
NA1_4323497813
NA1_4323144141
NA1_4323549200
NA1_4323510536
NA1_4316593918
NA1_4323980273
NA1_4119565153
NA1_4320758641
NA1_4324172475
NA1_4324008524
NA1_4324042225
NA1_4288394524
NA1_4323935115
NA1_4324070176
NA1_4323895814
NA1_4272135347
NA1_4293665428
NA1_4320265452
NA1_4318853216
NA1_4321933956
NA1_4322420217
NA1_4322243952
NA1_4324301934
NA1_4323211243
NA1_4323696874
NA1_4324036907
NA1_4324045432
NA1_4315530392
NA1_4323907994
NA1_4324174709
NA1_4322158087
NA1_4315813266
NA1_4323060468
NA1_4323535833
NA1_4323506033
NA1_4323660869
NA1_4323581050
NA1_4322766067
NA1_4316868628
NA1_4310210100
NA1_4323851832
NA1_4323829187
NA1_4323491722
NA1_4323923124
NA1_4324301378
NA1_4323852596
NA1_4322158048
NA1_4321737042
NA1_4322254918
NA1_4321179523
NA1_4323800910
NA1_4322216734
NA1_4323052274
NA1_4323444280
NA1_4323533771
NA1_4324033680
NA1_4324124844
NA1_4324099494
NA1_4323245092
NA1_4324159174
NA1_4323243424
NA1_4323648902
NA1_4324157799
NA1_4322117794
NA1_4324036048
NA1_4323996923
NA1_4323180915
NA1_4324293532
NA1_4324183803
NA1_4322095457
NA1_4324261653
NA1_4322198711
NA1_4168972760
NA1_4309186177
NA1_4323585320
NA1_4324177622
NA1_4300994629
NA1_4324308053
NA1_4321816388
NA1_4323899168
NA1_4323289620
NA1_4324214194
NA1_4324164785
NA1_4323149279
NA1_4137602782
NA1_4306532098
NA1_4320108129
NA1_4323852946
NA1_4324316364
NA1_4323397412
NA1_4323528787
NA1_4324184178
NA1_4324271661
NA1_4321977225
NA1_4323670784
NA1_4324067171
NA1_4310383144
NA1_4323668436
NA1_4309255496
NA1_4323350551
NA1_4323687232
NA1_4324142486
NA1_4323069267
NA1_4324327770
NA1_4322262013
NA1_4321929383
NA1_4137631583
NA1_4323838552
NA1_4323872831
NA1_4324302089
NA1_4322152663
NA1_4317634970
NA1_4323804316
NA1_4323197018
NA1_4323814734
NA1_4323098434
NA1_4324159294
NA1_4324289489
NA1_4231892718
NA1_4324198632
NA1_4322849287
NA1_4322161406
NA1_4305237701
NA1_4294172613
NA1_4321149735
NA1_4324131585
NA1_4324188379
NA1_4215641208
NA1_4316638064
NA1_4318817130
NA1_4323947583
NA1_4323964429
NA1_4323943216
NA1_4324241192
NA1_4324074113
NA1_4321638158
NA1_4323220612
NA1_4274998315
NA1_4321098601
NA1_4313363501
NA1_4324293026
NA1_4323272191
NA1_4320278674
NA1_4323146334
NA1_4324191373
NA1_4316851908
NA1_4322218965
NA1_4301043032
NA1_4320943606
NA1_4324261131
NA1_4324305812
NA1_4323208778
NA1_4324329959
NA1_4310549286
NA1_4322112219
NA1_4321784382
NA1_4324218377
NA1_4324285851
NA1_4324064221
NA1_4323473112
NA1_4324089985
NA1_4315873901
NA1_4321400055
NA1_4323883125
NA1_4321204992
NA1_4323362419
NA1_4321743187
NA1_4298369296
NA1_4320262202
NA1_4323525359
NA1_4320903405
NA1_4320277925
NA1_4321984084
NA1_4323042052
NA1_4322181767
NA1_4285291819
NA1_4324002335
NA1_4323554500
NA1_4291339096
NA1_4321251075
NA1_4323092752
NA1_4324223800
NA1_4324231070
NA1_4323253784
NA1_4322218814
NA1_4313265329
NA1_4316353623
NA1_4321212548
NA1_4321754920
NA1_4323972106
NA1_4322012396
NA1_4321718931
NA1_4324251014
NA1_4323649180
NA1_4323858704
NA1_4320788929
NA1_4323585716
NA1_4321158819
NA1_4324197151
NA1_4321256414
NA1_4324215158
NA1_4323202413
NA1_4321422511
NA1_4323253145
NA1_4324218558
NA1_4319880302
NA1_4324188794
NA1_4323213125
NA1_4323983125
NA1_4324133819
NA1_4320290595
NA1_4323836096
NA1_4321050186
NA1_4323942137
NA1_4323965469
NA1_4323980327
NA1_4322069521
NA1_4323375422
NA1_4323525138
NA1_4323645355
NA1_4318515112
NA1_4323861988
NA1_4306270934
NA1_4322420692
NA1_4323911496
NA1_4323916064
NA1_4316076956
NA1_4323458466
NA1_4324313292
NA1_4323306433
NA1_4323821243
NA1_4317493028
NA1_4323291531
NA1_4324136064
NA1_4323800693
NA1_4324319601
NA1_4323442919
NA1_4316109931
NA1_4323866663
NA1_4324275113
NA1_4323311850
NA1_4137637288
NA1_4324220700
NA1_4323388752
NA1_4323891505
NA1_4321710477
NA1_4320355049
NA1_4324253736
NA1_4321758391
NA1_4323443158
NA1_4323829565
NA1_4324112665
NA1_4323818505
NA1_4321527316
NA1_4320864853
NA1_4324253312
NA1_4323438223
NA1_4323865842
NA1_4324196488
NA1_4323318606
NA1_4324299418
NA1_4323448975
NA1_4320078340
NA1_4324296151
NA1_4321420177
NA1_4321226416
NA1_4317702458
NA1_4323525683
NA1_4323234523
NA1_4323989351
NA1_4323329106
NA1_4323346721
NA1_4323341958
NA1_4317670765
NA1_4323376448
NA1_4316796488
NA1_4323956916
NA1_4305282116
NA1_4323157305
NA1_4324235503
NA1_4324241369
NA1_4323621245
NA1_4324256832
NA1_4323979037
NA1_4317563406
NA1_4323567314
NA1_4323861984
NA1_4320750639
NA1_4323969949
NA1_4323147442
NA1_4323521173
NA1_4323239250
NA1_4323552334
NA1_4321372173
NA1_4323968396
NA1_4323908970
NA1_4321752418
NA1_4322180512
NA1_4324038977
NA1_4321021557
NA1_4315707259
NA1_4306377645
NA1_4323576652
NA1_4320099836
NA1_4324174345
NA1_4323607290
NA1_4322024167
NA1_4324107851
NA1_4323943135
NA1_4317237958
NA1_4323841983
NA1_4323336505
NA1_4322103911
NA1_4323014322
NA1_4312212289
NA1_4322252228
NA1_4322281101
NA1_4322764761
NA1_4324208492
NA1_4323891429
NA1_4323755753
NA1_4321420469
NA1_4321955452
NA1_4323965139
NA1_4321736134
NA1_4324058231
NA1_4323909008
NA1_4324019996
NA1_4324231367
NA1_4323654621
NA1_4322831929
NA1_4324264706
NA1_4300989346
NA1_4324177308
NA1_4324085587
NA1_4323254398
NA1_4321973630
NA1_4314526286
NA1_4320278733
NA1_4321835126
NA1_4324362730
NA1_4324089918
NA1_4324239698
NA1_4323918370
NA1_4320747859
NA1_4323382855
NA1_4323413009
NA1_4323865204
NA1_4324159446
NA1_4316416907
NA1_4321698559
NA1_4321114866
NA1_4324327927
NA1_4318622592
NA1_4321969809
NA1_4323478651
NA1_4324017737
NA1_4323929443
NA1_4323884773
NA1_4323142403
NA1_4322783798
NA1_4320907229
NA1_4323337345
NA1_4324282222
NA1_4323852229
NA1_4322874041
NA1_4313870664
NA1_4323880582
NA1_4323219108
NA1_4323416209
NA1_4323278361
NA1_4317839405
NA1_4323450948
NA1_4323944773
NA1_4323075296
NA1_4320166146
NA1_4323454609
NA1_4323362412
NA1_4323332980
NA1_4324086484
NA1_4324371943
NA1_4323866121
NA1_4321839501
NA1_4324278292
NA1_4314874583
NA1_4323361711
NA1_4322250481
NA1_4324292482
NA1_4291392632
NA1_4324270371
NA1_4316466539
NA1_4323810076
NA1_4323965444
NA1_4322141957
NA1_4323952003
NA1_4324059932
NA1_4324126809
NA1_4318907927
NA1_4168867560
NA1_4322256920
NA1_4316423347
NA1_4311131915
NA1_4323612311
NA1_4321997000
NA1_4321128356
NA1_4323922142
NA1_4324247721
NA1_4323962008
NA1_4323999969
NA1_4324036480
NA1_4324018381
NA1_4313103613
NA1_4323748455
NA1_4321214401
NA1_4323809209
NA1_4324300467
NA1_4323366692
NA1_4315306246
NA1_4323304885
NA1_4316247139
NA1_4323905005
NA1_4323771098
NA1_4321364616
NA1_4323918914
NA1_4321718127
NA1_4323856141
NA1_4314875244
NA1_4324288742
NA1_4324309554
NA1_4323938419
NA1_4324312404
NA1_4323125142
NA1_4320141269
NA1_4324227873
NA1_4320142059
NA1_4323924533
NA1_4314614332
NA1_4324362494
NA1_4322241550
NA1_4323486923
NA1_4322958477
NA1_4323289172
NA1_4323110536
NA1_4316329068
NA1_4324263927
NA1_4323824704
NA1_4324035239
NA1_4323670937
NA1_4324320964
NA1_4323369373
NA1_4215646131
NA1_4322040380
NA1_4321168954
NA1_4320059267
NA1_4323892740
NA1_4322815165
NA1_4324264108
NA1_4322246737
NA1_4322026085
NA1_4317475310
NA1_4324125559
NA1_4323587613
NA1_4321386394
NA1_4320527479
NA1_4306536314
NA1_4324172668
NA1_4324016864
NA1_4324179707
NA1_4316370314
NA1_4323838579
NA1_4323632309
NA1_4324049459
NA1_4320347707
NA1_4317715808
NA1_4323357767
NA1_4324260582
NA1_4318537113
NA1_4323490664
NA1_4323987229
NA1_4323315079
NA1_4323958815
NA1_4308940307
NA1_4323360206
NA1_4323276965
NA1_4323910109
NA1_4324015268
NA1_4320885927
NA1_4323522719
NA1_4324310253
NA1_4322404966
NA1_4323945703
NA1_4298343871
NA1_4321150983
NA1_4322211174
NA1_4324214852
NA1_4104756178
NA1_4323818527
NA1_4315753407
NA1_4324049275
NA1_4323955453
NA1_4322420522
NA1_4315482970
NA1_4320526169
NA1_4323905733
NA1_4323347820
NA1_4321267070
